,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
335,The Ascent,William McNamara,['N/A'],31,"Actor, Producer, Director",N/A
336,The Ascent,Martin Kove,['N/A'],1947,"Actor, Producer, Director",N/A
337,The Ascent,Courtney Gains,['N/A'],22,"Actor, Producer, Director",N/A
338,The Ascent,Joe Estevez,['N/A'],1946,"Actor, Producer, Additional Crew",N/A
339,The Ascent,William Duffy,['N/A'],1960,Actor,N/A
340,The Ascent,Anne Griffin,['N/A'],1979,"Actress, Editor, Producer",N/A
341,The Ascent,Michael Spellman,['N/A'],19,Actor,N/A
342,Pelican Blood,Harry Treadaway,['N/A'],1984,"Actor, Music Department, Soundtrack",N/A
343,Pelican Blood,Emma Booth,['N/A'],1982,"Actress, Producer",N/A
344,Pelican Blood,Ali Craig,['N/A'],N/A,"Actor, Writer",N/A
345,Pelican Blood,Arthur Darvill,['N/A'],1982,"Actor, Composer, Music Department",N/A
346,Pelican Blood,Christopher Fulford,['N/A'],1955,Actor,N/A
347,Pelican Blood,Emma Clifford,['N/A'],N/A,"Actress, Second Unit Director or Assistant Director",N/A
348,Pelican Blood,Daniel Hawksford,['N/A'],1980,Actor,N/A
349,Pelican Blood,John Hollingworth,['N/A'],1981,"Actor, Producer",N/A
350,The Bill Collector,Danny Trejo,['N/A'],1944,"Actor, Producer, Additional Crew",N/A
351,The Bill Collector,Gary Ray Moore,['N/A'],1961,"Actor, Director, Writer",N/A
352,The Bill Collector,Brandon Hardesty,['N/A'],1987,"Writer, Director, Producer",N/A
353,The Bill Collector,Ron Kenoly,['N/A'],N/A,"Actor, Soundtrack",N/A
354,The Bill Collector,Elizabeth Omilami,['N/A'],1951,"Actress, Writer",N/A
355,The Bill Collector,Tom Ohmer,['N/A'],25,"Actor, Producer, Casting Director",N/A
356,The Bill Collector,Kera O'Bryon,['N/A'],N/A,"Actress, Music Department, Additional Crew",N/A
357,The Bill Collector,Tamara Johnson,['N/A'],N/A,Actress,N/A
358,Last Letters from Monte Rosa,Daniel Asher,['N/A'],N/A,Actor,Danny Asher
359,Last Letters from Monte Rosa,C.J. Barkus,['N/A'],N/A,"Actor, Camera and Electrical Department, Producer",CJ Barkus
360,Last Letters from Monte Rosa,Gianluca Bianco,['N/A'],N/A,Actor,N/A
361,Last Letters from Monte Rosa,Davide Borella,['N/A'],N/A,Actor,N/A
362,Last Letters from Monte Rosa,Hans-Dieter Brückner,['N/A'],1961,Actor,N/A
363,Last Letters from Monte Rosa,Achim Buchner,['N/A'],N/A,Actor,N/A
364,Last Letters from Monte Rosa,Michael Castignetti,['N/A'],N/A,Actor,N/A
365,Last Letters from Monte Rosa,Rick Cavallaro,['N/A'],N/A,Actor,N/A
366,Ghetto Physics,Mike Foy,['N/A'],23,"Actor, Stunts, Additional Crew",N/A
367,Ghetto Physics,Sabrina Revelle,['N/A'],N/A,"Actress, Producer",N/A
368,Ghetto Physics,Nina Daniels,['N/A'],N/A,"Actress, Producer, Writer",5′ 7″ (1.70 m)
369,Ghetto Physics,Janeline Hayes,['N/A'],8,"Actress, Additional Crew, Second Unit Director or Assistant Director",N/A
370,Ghetto Physics,Ice-T,['N/A'],1958,"Actor, Producer, Composer",N/A
371,Ghetto Physics,Joseph Bayard,['N/A'],15,"Actor, Producer, Additional Crew",N/A
372,Ghetto Physics,Alex Duong,['N/A'],1984,"Actor, Writer, Stunts",N/A
373,Ghetto Physics,Cornel West,['N/A'],1953,"Producer, Actor, Writer",N/A
374,The Abandoned,Tony Grga,['N/A'],N/A,Actor,N/A
375,The Abandoned,Mirsad Tuka,['N/A'],1965,Actor,6′ (1.83 m)
376,The Abandoned,Mira Furlan,['N/A'],1955,Actress,N/A
377,The Abandoned,Mirela Lambic,['N/A'],1975,Actress,N/A
378,The Abandoned,Dragan Marinkovic,['N/A'],1968,Actor,Dragan Marinkovic Maca
379,The Abandoned,Meto Jovanovski,['N/A'],1946,"Actor, Director",Metodi Jovanoski
380,The Abandoned,Zijah Sokolovic,['N/A'],1950,"Actor, Writer",Zijah A. Sokolovic
381,The Abandoned,Zan Marolt,['N/A'],1964,Actor,","
382,Ten Stories Tall,Jean Brassard,['N/A'],1958,"Actor, Composer, Soundtrack",N/A
383,Ten Stories Tall,Tovah Feldshuh,['N/A'],1952,"Actress, Producer, Soundtrack",N/A
384,Ten Stories Tall,Jim Gaffigan,['N/A'],1966,"Actor, Writer, Producer",N/A
385,Ten Stories Tall,Josh Hamilton,['N/A'],1969,"Actor, Producer",N/A
386,Ten Stories Tall,Simon Jutras,['N/A'],N/A,"Actor, Additional Crew",N/A
387,Ten Stories Tall,Jennifer Regan,['N/A'],N/A,Actress,N/A
388,Ten Stories Tall,Sherri Saum,['N/A'],1974,"Actress, Director, Producer",N/A
389,Ten Stories Tall,Ally Sheedy,['N/A'],1962,"Actress, Producer, Soundtrack",N/A
390,Shocking Blue,Lisa Smit,['N/A'],1993,"Actress, Director, Second Unit Director or Assistant Director",N/A
391,Shocking Blue,Dragan Bakema,['N/A'],1980,"Actor, Producer, Writer",N/A
392,Shocking Blue,Niels Gomperts,['N/A'],1991,Actor,N/A
393,Shocking Blue,Ruben van Weelden,['N/A'],N/A,"Cinematographer, Camera and Electrical Department, Actor",N/A
394,Shocking Blue,Sarah Bannier,['N/A'],1990,Actress,N/A
395,Shocking Blue,Jim van der Panne,['N/A'],1991,"Actor, Composer",N/A
396,Shocking Blue,Thijs Feenstra,['N/A'],1959,Actor,","
397,Shocking Blue,Tsilla Voet,['N/A'],N/A,"Additional Crew, Actress, Casting Department",N/A
398,Dance with the One,Gabriel Luna,['N/A'],1982,"Actor, Producer",N/A
399,Dance with the One,Xochitl Romero,['N/A'],N/A,"Actress, Producer, Writer",N/A
400,Dance with the One,Gary McCleery,['N/A'],N/A,Actor,Gary Mc Cleery
401,Dance with the One,Paul Saucido,['N/A'],N/A,"Actor, Writer, Production Manager",N/A
402,Dance with the One,J.T. Coldfire,['N/A'],N/A,Actor,N/A
403,Dance with the One,Barry Tubb,['N/A'],1963,"Actor, Director, Writer",N/A
404,Dance with the One,Mike Davis,['N/A'],N/A,Actor,N/A
405,Dance with the One,Dana Wheeler-Nicholson,['N/A'],1960,"Actress, Soundtrack",N/A
406,Boku no sukina hito,Koyuki,['N/A'],1976,"Actress, Executive",N/A
407,Boku no sukina hito,Sôsuke Ikematsu,['N/A'],1990,Actor,N/A
408,Boku no sukina hito,Takuya Ishida,['N/A'],1987,Actor,N/A
409,Boku no sukina hito,Barry Tubb,['N/A'],1963,"Actor, Director, Writer",N/A
410,Boku no sukina hito,Mike Davis,['N/A'],N/A,Actor,N/A
411,Boku no sukina hito,Dana Wheeler-Nicholson,['N/A'],1960,"Actress, Soundtrack",N/A
412,The Taqwacores,Bobby Naderi,['N/A'],19,"Actor, Producer, Director",N/A
413,The Taqwacores,Noureen DeWulf,['N/A'],1984,Actress,N/A
414,The Taqwacores,Dominic Rains,['N/A'],1,"Actor, Producer, Additional Crew",N/A
415,The Taqwacores,Barry Tubb,['N/A'],1963,"Actor, Director, Writer",N/A
416,The Taqwacores,Mike Davis,['N/A'],N/A,Actor,N/A
417,The Taqwacores,Dana Wheeler-Nicholson,['N/A'],1960,"Actress, Soundtrack",N/A
418,Lovelorn,Phillip James,['N/A'],1981,"Actor, Director, Writer",N/A
419,Lovelorn,Orlando Seale,['N/A'],1973,"Actor, Additional Crew",N/A
420,Lovelorn,Olivia Chappell,['N/A'],N/A,"Actress, Producer, Art Department",N/A
421,Lovelorn,Sophie Lovell Anderson,['N/A'],N/A,Actress,N/A
422,Lovelorn,Tim Robinson,['N/A'],N/A,"Actor, Producer",N/A
423,Lovelorn,Rebecca Santos,['N/A'],1980,Actress,N/A
424,Lovelorn,Edmund Dehn,['N/A'],N/A,Actor,N/A
425,Lovelorn,Sarah Winter,['N/A'],N/A,"Actress, Additional Crew",N/A
426,Lamhaa: The Untold Story of Kashmir,Sanjay Dutt,['N/A'],1959,"Actor, Music Department, Producer",N/A
427,Lamhaa: The Untold Story of Kashmir,Bipasha Basu,['N/A'],1979,"Actress, Music Department, Soundtrack",N/A
428,Lamhaa: The Untold Story of Kashmir,Kunal Kapoor,['N/A'],1975,"Actor, Second Unit Director or Assistant Director, Producer",N/A
429,Lamhaa: The Untold Story of Kashmir,Anupam Kher,['N/A'],1955,"Actor, Producer, Music Department",N/A
430,Lamhaa: The Untold Story of Kashmir,Shernaz Patel,['N/A'],N/A,"Actress, Producer, Additional Crew",N/A
431,Lamhaa: The Untold Story of Kashmir,Mahesh Manjrekar,['N/A'],1953,"Writer, Producer, Actor",N/A
432,Lamhaa: The Untold Story of Kashmir,Murli Sharma,['N/A'],1972,Actor,N/A
433,Lamhaa: The Untold Story of Kashmir,Yashpal Sharma,['N/A'],1967,"Actor, Producer, Director",N/A
434,The Insides of a Lamb,Deborah Britton,['N/A'],1986,Actress,N/A
435,The Insides of a Lamb,Lisa Britton,['N/A'],1986,Actress,5′ 5″ (1.65 m)
436,The Insides of a Lamb,Christopher Callen,['N/A'],N/A,"Actress, Soundtrack",N/A
437,The Insides of a Lamb,Sam Gipson,['N/A'],24,Actor,N/A
438,The Insides of a Lamb,Stephanie Katz,['N/A'],1985,Actress,N/A
439,Toora Rickshaw Wala,Prakash Awasthi,['N/A'],N/A,"Actor, Producer, Director",N/A
440,The Sparrow and the Tigress,James Rebhorn,['N/A'],1948,Actor,N/A
441,The Sparrow and the Tigress,David Langford,['N/A'],N/A,Actor,N/A
442,The Sparrow and the Tigress,Jennifer Angela Bishop,['N/A'],N/A,Actress,Jennifer Bishop
443,The Sparrow and the Tigress,James Warke,['N/A'],N/A,"Actor, Producer",6′ 1″ (1.85 m)
444,The Sparrow and the Tigress,Andrea Leigh,['N/A'],N/A,Actress,N/A
445,The Sparrow and the Tigress,Rusty De Wees,['N/A'],1960,"Actor, Stunts",N/A
446,The Sparrow and the Tigress,Megan Jean,['N/A'],N/A,Actress,N/A
447,The Sparrow and the Tigress,Alex Cherington,['N/A'],N/A,Actor,N/A
448,Made in Poland,Piotr Wawer Jr.,['N/A'],1983,Actor,N/A
449,Made in Poland,Janusz Chabior,['N/A'],1963,"Actor, Music Department",N/A
450,Made in Poland,Przemyslaw Bluszcz,['N/A'],1970,Actor,N/A
451,Made in Poland,Magdalena Kuta,['N/A'],1957,Actress,Magdalena Kuta-Jastrzebska
452,Made in Poland,Grzegorz Sowa,['N/A'],N/A,Actor,N/A
453,Made in Poland,Marta Powalowska,['N/A'],N/A,Actress,N/A
454,Made in Poland,Wieslaw Cichy,['N/A'],1957,Actor,N/A
455,Made in Poland,Halina Rasiakówna,['N/A'],1951,Actress,","
456,The Scientist,Bill Sage,['N/A'],1962,"Actor, Producer",N/A
457,The Scientist,Adam LeFevre,['N/A'],1950,"Actor, Writer, Soundtrack",N/A
458,The Scientist,Jamie Elman,['N/A'],1976,"Actor, Writer, Director",N/A
459,The Scientist,Brittany Benjamin,['N/A'],N/A,"Actress, Writer, Director",N/A
460,The Scientist,Daniela Lavender,['N/A'],1974,"Actress, Writer, Producer",N/A
461,The Scientist,Jerry Longe,['N/A'],N/A,Actor,N/A
462,The Scientist,Quinn Kay,['N/A'],N/A,Actress,N/A
463,The Scientist,Bryan McClure,['N/A'],N/A,"Actor, Producer, Writer",N/A
464,The Human Resources Manager,Mark Ivanir,['N/A'],1968,"Actor, Additional Crew, Sound Department",N/A
465,The Human Resources Manager,Guri Alfi,['N/A'],1976,"Writer, Actor, Director",N/A
466,The Human Resources Manager,Noah Silver,['N/A'],N/A,Actor,N/A
467,The Human Resources Manager,Rozina Cambos,['N/A'],1951,Actress,N/A
468,The Human Resources Manager,Julian Negulesco,['N/A'],1946,Actor,N/A
469,The Human Resources Manager,Bogdan Stanoevici,['N/A'],1958,Actor,Bogdan Marian-Stanoevitch
470,The Human Resources Manager,Gila Almagor,['N/A'],1939,"Actress, Writer, Producer",N/A
471,The Human Resources Manager,Yigal Sade,['N/A'],1961,Actor,Yigal Sadeh
472,Skateland,Shiloh Fernandez,['N/A'],1985,"Actor, Producer, Writer",N/A
473,Skateland,Ashley Greene,['N/A'],1987,"Actress, Additional Crew",N/A
474,Skateland,Heath Freeman,['N/A'],1980,"Actor, Producer, Writer",N/A
475,Skateland,Brett Cullen,['N/A'],1956,"Actor, Camera and Electrical Department, Producer",N/A
476,Skateland,Melinda McGraw,['N/A'],25,"Actress, Soundtrack",N/A
477,Skateland,Taylor Handley,['N/A'],1984,"Actor, Writer, Director",N/A
478,Skateland,Haley Ramm,['N/A'],1992,"Actress, Writer",N/A
479,Skateland,A.J. Buckley,['N/A'],1977,"Actor, Producer, Director",N/A
480,Animal Kingdom,James Frecheville,['N/A'],1991,"Actor, Producer, Soundtrack",N/A
481,Animal Kingdom,Bryce Lindemann,['N/A'],N/A,"Additional Crew, Actor",N/A
482,Animal Kingdom,Paul Smits,['N/A'],N/A,Actor,N/A
483,Animal Kingdom,Jacki Weaver,['N/A'],1947,"Actress, Soundtrack",N/A
484,Animal Kingdom,Joel Edgerton,['N/A'],1974,"Actor, Producer, Writer",N/A
485,Animal Kingdom,Luke Ford,['N/A'],1981,Actor,N/A
486,Animal Kingdom,Sullivan Stapleton,['N/A'],1977,"Actor, Producer",N/A
487,Animal Kingdom,Mirrah Foulkes,['N/A'],N/A,"Actress, Director, Writer",N/A
488,The Invisible Eye,Diego Vegezzi,['N/A'],N/A,Actor,N/A
489,The Invisible Eye,Julieta Zylberberg,['N/A'],1983,"Actress, Writer, Soundtrack",N/A
490,The Invisible Eye,Ailín Salas,['N/A'],1993,"Actress, Soundtrack",N/A
491,The Invisible Eye,Osmar Núñez,['N/A'],N/A,Actor,N/A
492,The Invisible Eye,Marta Lubos,['N/A'],N/A,Actress,N/A
493,The Invisible Eye,Magdalena Capobianco,['N/A'],N/A,"Actress, Casting Department, Additional Crew",N/A
494,The Invisible Eye,Martín Kohan,['N/A'],1967,"Actor, Writer, Production Manager",N/A
495,The Invisible Eye,Jorge García Marino,['N/A'],N/A,Actor,Jorge Garcia Marino
496,3 Backyards,Elias Koteas,['N/A'],1961,"Actor, Producer",N/A
497,3 Backyards,Kathryn Erbe,['N/A'],1965,"Actress, Additional Crew",N/A
498,3 Backyards,Edie Falco,['N/A'],1963,"Actress, Producer, Casting Director",N/A
499,3 Backyards,Rachel Resheff,['N/A'],N/A,Actress,N/A
500,3 Backyards,Ron Phillips,['N/A'],N/A,Actor,N/A
501,3 Backyards,Wesley Broulik,['N/A'],N/A,Actor,N/A
502,3 Backyards,Ann Arvia,['N/A'],N/A,Actress,Phil Courington
503,3 Backyards,Dana Eskelson,['N/A'],1965,"Actress, Additional Crew, Soundtrack",N/A
504,Audrey the Trainwreck,Nathan Adloff,['N/A'],24,"Writer, Director, Actor",N/A
505,Audrey the Trainwreck,Anthony J. Baker,['N/A'],N/A,Actor,N/A
506,Audrey the Trainwreck,Tim Baker,['N/A'],N/A,Actor,N/A
507,Audrey the Trainwreck,Denise Blank,['N/A'],N/A,"Actress, Writer, Producer",N/A
508,Audrey the Trainwreck,Teressa Bondavalli,['N/A'],N/A,Actress,N/A
509,Audrey the Trainwreck,Brittany Brumfield,['N/A'],N/A,Actress,N/A
510,Audrey the Trainwreck,Zack Buell,['N/A'],N/A,Actor,N/A
511,Audrey the Trainwreck,Adam Donaghey,['N/A'],1980,"Producer, Production Manager, Actor",N/A
512,Case 219,Harold Perrineau,['N/A'],1963,"Actor, Producer, Soundtrack",N/A
513,Case 219,Melora Walters,['N/A'],1960,"Actress, Director, Writer",N/A
514,Case 219,Leven Rambin,['N/A'],1990,"Actress, Director, Writer",N/A
515,Case 219,Evan Ross,['N/A'],1988,"Actor, Producer, Soundtrack",N/A
516,Case 219,Taylor Nichols,['N/A'],1959,"Actor, Producer, Director",N/A
517,Case 219,Brett Davern,['N/A'],16,"Actor, Director",N/A
518,Case 219,Natalie Smyka,['N/A'],N/A,"Writer, Actress, Director",N/A
519,Case 219,John Nielsen,['N/A'],1958,"Actor, Producer",N/A
520,The Housemaid,Jeon Do-yeon,['N/A'],1973,Actress,N/A
521,The Housemaid,Lee Jung-jae,['N/A'],1972,"Actor, Director, Producer",N/A
522,The Housemaid,Youn Yuh-jung,['N/A'],1947,Actress,N/A
523,The Housemaid,Woo Seo,['N/A'],1985,Actress,N/A
524,The Housemaid,Park Ji-young,['N/A'],1968,Actress,N/A
525,The Housemaid,Ahn Seo-hyun,['N/A'],2004,Actress,N/A
526,The Housemaid,Hwang Jung-min,['N/A'],1969,Actress,N/A
527,The Housemaid,Moon So-ri,['N/A'],1974,"Actress, Director, Writer",N/A
528,Cricket,Matt Aistrup,['N/A'],N/A,Actor,N/A
529,Cricket,Chris Austin,['N/A'],N/A,"Producer, Actor, Writer",N/A
530,Cricket,Simon Brignull,['N/A'],N/A,Actor,N/A
531,Cricket,Nathan Byrne,['N/A'],N/A,"Producer, Actor, Writer",N/A
532,Cricket,Nat Clare,['N/A'],N/A,Actor,N/A
533,Cricket,Denis Crampton,['N/A'],N/A,"Actor, Writer, Director",N/A
534,Cricket,Dutch Dore-Boize,['N/A'],N/A,Actor,N/A
535,Cricket,Tony Earnshaw,['N/A'],1966,"Writer, Actor, Director",5′ 10″ (1.78 m)
