,nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
836,Zambo Dende: Predictable night,Esteban Cueto,"['xXx', 'The Darkest Minds']",N/A,"Actor, Stunts, Producer",Estaban Cueto
837,Zambo Dende: Predictable night,Elkin Córdoba,"['2091', 'El Señor de los Cielos']",N/A,Actor,N/A
838,Zambo Dende: Predictable night,Tait Fletcher,"['Jumanji: Welcome to the Jungle', 'Breaking Bad']",1971,"Actor, Stunts, Executive",1 win & 1 nomination
839,Zambo Dende: Predictable night,Carolina Guerra,"['Animal Kingdom', 'La Lectora']",N/A,Actress,N/A
840,Zambo Dende: Predictable night,Michelle Lee,"['Black Widow', 'Bullet Train']",2,"Actress, Stunts, Additional Crew",1 win & 3 nominations
841,Zambo Dende: Predictable night,Conrado Osorio,"['Luz: The Flower of Evil', 'Sniper: Ultimate Kill']",N/A,Actor,N/A
842,Kingdom,Miguel Mike Medina,"['Where Did We Go Wrong?', 'Mini Vacation']",N/A,"Actor, Director, Producer",Miguel Medina
843,Guns in the Land,Taylor Grist,"['Guns in the Land', 'The Sean Ward Show']",N/A,"Actor, Producer, Production Designer",N/A
844,Tales from Shaolin Pt One Shakey Dog,Stephen Hill,"['Dead Man Down', 'Widows']",1976,"Actor, Producer, Casting Director",N/A
845,Tales from Shaolin Pt One Shakey Dog,Dominique Antonio Spencer,"['All in the Game', 'Broken Angels']",1989,Actor,Dominique Spencer
846,Tales from Shaolin Pt One Shakey Dog,Ninja N. Devoe,"['Green Book', 'Luke Cage']",N/A,Actress,N/A
847,Tales from Shaolin Pt One Shakey Dog,Angel R. Sanchez II,"['Miss December', 'La méduse rouge']",1984,"Actor, Sound Department, Additional Crew",Angel Sanchez
848,Tales from Shaolin Pt One Shakey Dog,Clinton Lowe,"['The Final Mission', 'American Gangster']",N/A,Actor,N/A
849,Tales from Shaolin Pt One Shakey Dog,Nasser Metcalfe,"['Tennessee', 'Disciplinary Actions']",N/A,Actor,N/A
850,Mantra,Adrian Snow,"['Kidding', 'The L Word: Generation Q']",N/A,"Actress, Producer, Director",1 win
851,Do No Harm,Marsha Yuen,"['Around the World in 80 Days', 'Men Suddenly in Black']",1978,"Actress, Producer, Additional Crew",N/A
852,Do No Harm,Jacob Tomuri,"['Mad Max: Fury Road', 'The Revenant']",1979,"Stunts, Actor",1 win & 5 nominations
853,Do No Harm,David T. Lim,"['Slow West', 'Mulan']",N/A,Actor,N/A
854,Do No Harm,Emily Tham,"['Do No Harm', 'Friday Night Bites']",N/A,Actress,N/A
855,Reconquista,Pedro Juan Fonseca,"['The Great War', 'Reconquista']",N/A,Actor,N/A
856,Reconquista,Maia Hernandez,"['Reconquista', 'In an Instant']",N/A,Actress,N/A
857,Reconquista,Alonzo Hester,"['The Denny Dooley Story', 'Reconquista']",N/A,Actor,N/A
858,Reconquista,Ajuawak Kapashesit,"['Indian Horse', 'Seeds']",N/A,"Actor, Additional Crew, Writer",1 win
859,Reconquista,Matthew Kelly,"['Utopia Planitia', 'Reconquista']",N/A,Actor,N/A
860,Reconquista,David Leandro,"['Keeping Justice', 'Panthera Leo']",N/A,Actor,N/A
861,MacCumhaill,Luke Corcoran,"['Flips', 'Follow the Dead']",N/A,"Actor, Director, Writer",N/A
862,Construction Corral,Matt Crawford,"['Construction Corral', 'Where Are the Fathers']",N/A,Actor,N/A
863,Construction Corral,Kafhi-Dee Jean-Baptiste,"['Construction Corral', 'The Marigolds Listen']",N/A,Actor,N/A
864,Construction Corral,Joseph Payne,"[""Red Hood: No One's Son"", 'Silver Screen Showdown']",N/A,"Actor, Producer, Writer",N/A
865,Scanners,Kirk C. Johnson,"['Beeps', 'Richard Cocksmith and the Above-Ground Pool']",N/A,"Actor, Writer, Director",N/A
866,Scanners,Jennymarie Jemison,"['A Bad Idea Gone Wrong', 'Grand Theft Auto: Vice City']",N/A,"Actress, Writer, Additional Crew",N/A
867,Scanners,Jory Balsimo,"['Saturday Morning Mystery', 'Day 5']",N/A,"Art Department, Actor, Writer",N/A
868,Scanners,Bill Wise,"['Waking Life', 'Disenchanted']",N/A,"Actor, Producer, Writer",1 win & 2 nominations
869,Scanners,Sarah Kuck,"['Even the Walls', 'Retornados']",N/A,"Camera and Electrical Department, Director, Editor",N/A
870,Scanners,Taylor Washington,"['Call Me Mommy', 'Putting the Dog to Sleep']",N/A,"Camera and Electrical Department, Cinematographer, Director",N/A
871,Scanners,Renee O'Neil-Davis,"['Scanners', ""Professor Isle's Laboratory""]",N/A,Actor,N/A
872,Scanners,Robert Christian,"['Scanners', 'Putting the Dog to Sleep']",N/A,Actor,N/A
873,Runner,LeVane Harrington,"['Runner', 'The Couple Next Door']",N/A,Actor,N/A
874,Runner,Steve Ross,"['Give or Take', 'Runner']",N/A,Actor,N/A
875,Runner,Wil Moser,"['Runner', 'Sucking Wind']",N/A,Actor,N/A
876,Runner,Jade Schuyler,"['Red River Road', 'Runner']",N/A,"Actor, Producer, Writer",1 nomination
877,Ms Valenti,Anais Almonte,"['She-Hulk: Attorney at Law', 'Delusional']",N/A,"Actress, Stunts, Producer",2 wins & 1 nomination
878,Seers Of Light In Shadows,Aaron Jackson,"['Reel Life', 'Ghost Story Chronicles']",1973,"Actor, Producer, Director",1 win
879,Seers Of Light In Shadows,Becky Brown,"['Hanging Millstone', ""That's What Friends are For""]",N/A,"Actress, Producer, Casting Department",N/A
880,Seers Of Light In Shadows,Kaycie Lee,"['Just Beyond', 'Hightown']",8,"Actress, Additional Crew, Writer",1 win
881,Seers Of Light In Shadows,Cassidy Reyes,"['The Bermuda Triangle Project', 'God Forbid']",N/A,"Actress, Producer",N/A
882,Seers Of Light In Shadows,Joe Davison,"['Stranger Things', 'Sorority of the Damned']",1975,"Actor, Producer, Writer",1 win
883,Seers Of Light In Shadows,Deborah Smith Ford,"[""Listen like it's Gospel"", 'Mickey']",19??,"Actress, Writer, Producer",7 wins & 2 nominations
884,Seers Of Light In Shadows,Tatum Bates,"['Todd', 'A Cold Grave']",N/A,"Actress, Special Effects, Make-Up Department",5′ 5″ (1.65 m)
885,Seers Of Light In Shadows,Tracy Johnson,"['Paper Empire', 'I Am Frankie']",N/A,"Actress, Script and Continuity Department",3 wins & 1 nomination
886,The Beggar: A Freak Story,Bryan Brougham,"['Angel Has a Mistress', 'The Beggar: A Freak Story']",1986,"Actor, Director, Writer",N/A
887,The Beggar: A Freak Story,Emel Haddad,"['The Beggar: A Freak Story', 'Rockville Morning']",N/A,Actress,N/A
888,Mental Case 3,Afton Rentz,"['John, 316', 'The Last of Us']",N/A,"Stunts, Actress, Additional Crew",5 wins & 5 nominations
889,Mental Case 3,Yanit Terefe,"['Love and Loss', 'Elvis Versus the Aliens']",N/A,"Actress, Producer",N/A
890,Mental Case 3,Sam Jeffery,"['To All the Boys: Always and Forever', 'The Magicians']",N/A,"Intimacy Coordinator, Actress, Stunts",Samantha Jeffery
891,Mental Case 3,Lucas Untereiner,"['Mental Case 2', 'Mental Case 3']",N/A,Actor,N/A
892,Blood Brothers,Josh Greiveldinger,"['Blood Brothers', 'DoppelBanger']",N/A,"Actor, Producer, Additional Crew",Joshua Grieveldinger
893,Have a Heart,Rebecca Del Sesto,"['Dark Marvels', 'Sexpectations']",18,"Actress, Casting Director, Writer",N/A
894,Have a Heart,Doug Heiar,"['Betrayed', 'Have a Heart']",1985,"Actor, Producer, Additional Crew",N/A
895,Have a Heart,Jennifer Juvenelle,"['Sleight', 'I Hate My Neighbor!']",N/A,Actress,5′ 8″ (1.73 m)
896,Endgame,Aidan Docherty,"['Endgame', 'Mek']",N/A,"Actor, Art Department",N/A
897,Rogue Legacy,Chris Kaye,"['All Creatures Great and Small', 'Edge of Extinction']",N/A,"Actor, Writer, Producer",3 wins & 1 nomination
898,Gatekeeper,Justin Arnsworth,"['Sex, Love & Salsa', 'Gatekeeper']",N/A,Actor,N/A
899,Gatekeeper,Hector Dez,"['Sicario: Day of the Soldado', 'Kosmikophobia']",N/A,Actor,4 wins & 2 nominations
900,Gatekeeper,Al Matamoros,"['The Film Café', 'Amalia']",N/A,"Actor, Producer, Sound Department",3 wins
901,A Running Start,Jeremy King,"[""Scare Package II: Rad Chad's Revenge"", 'Pirates of the Caribbean: On Stranger Tides']",11,"Actor, Producer",N/A
902,A Running Start,Matt Sharp,"[""Miss Peregrine's Home for Peculiar Children"", 'The Beginning']",N/A,"Actor, Writer, Additional Crew",N/A
903,A Running Start,Aide Thomason,"['The Burning Plain', 'Teen Dating Violence']",N/A,"Actress, Writer, Producer",N/A
904,The Last Hundred Feet,Malin Barr,"['Honeydew', 'Top Dog']",N/A,"Actress, Writer, Producer",2 wins & 2 nominations
905,The Last Hundred Feet,Scott Kluge,"['Blind', 'Hesher']",N/A,"Producer, Actor, Director",N/A
906,The Last Hundred Feet,Geri-Nikole Love,"['Agents of S.H.I.E.L.D.', 'Tulsa King']",15,"Actress, Stunts",1 nomination
907,Promised Land,Keith Sutliff,"['Cyclops Chronicles: The Story of Scott Summers', 'Suitcase City']",1987,"Actor, Producer, Writer",2 wins & 5 nominations
908,Promised Land,Michael Ryan Whelan,"['Promised Land', 'The Mason Brothers']",N/A,"Actor, Writer",N/A
909,Promised Land,David A. Trevino,"['Soul of Lincoln Heights', 'Fairy Tale']",N/A,"Producer, Director, Actor",David Trevino
910,The Girl from Dinosaur Island,Arin Hanson,"['Sequelitis', ""Starbomb: Luigi's Ballad""]",1987,"Writer, Actor, Animation Department",N/A
911,The Girl from Dinosaur Island,Sofia Mali,"['Wonder Park', 'American Romance']",N/A,Actress,1 win
912,Perceptions,Alimi Ballard,"['Fast Five', 'Dark Angel']",1977,"Actor, Producer",1 nomination
913,Perceptions,Fernando Chien,"['Fast Five', 'Hawaii Five-0']",1974,"Actor, Director, Second Unit Director or Assistant Director",2 wins & 3 nominations
914,Perceptions,Savannah Duardo,"['Solstice Ranch', 'Mystery Inc.']",N/A,"Actress, Producer, Writer",N/A
915,Perceptions,Edward Fordham Jr.,"['Battle Creek', 'Major Crimes']",N/A,Actor,N/A
916,Perceptions,Rashonda Gregory,"['For the Love of Musiq', 'Send 2 Receive']",N/A,"Actress, Additional Crew",N/A
917,Perceptions,Vida Guerra,"['CHIPS', 'Mercy for Angels']",1974,Actress,1 nomination
918,Perceptions,Leticia Perez,"['Exodus of the Prodigal Son', 'Apparitions - the series']",N/A,"Actress, Writer, Producer",N/A
919,Perceptions,Cisco Reyes,"['West Side Story', 'Next Day Air']",N/A,"Actor, Producer, Writer",N/A
920,Blood Ride,Serinda Swan,"['Reacher', 'Ballers']",1984,"Actress, Producer, Director",2 nominations
921,Blood Ride,Pollyanna McIntosh,"['The Walking Dead', 'The Walking Dead: World Beyond']",1979,"Actress, Director, Writer",9 wins & 4 nominations
922,Blood Ride,Jake Lockett,"['Chicago Fire', 'NCIS: Los Angeles']",1985,"Actor, Writer, Director",N/A
923,Blood Ride,Vanessa Dubasso,"['Legion', 'Modern Family']",N/A,Actress,1 win
924,Blood Ride,Reem Kadem,"['Nawal Enna Jewel', 'The Week']",N/A,"Actress, Writer, Producer",4 wins & 4 nominations
925,Blood Ride,Diego Boneta,"['Luis Miguel: The Series', 'Terminator: Dark Fate']",1990,"Actor, Producer, Soundtrack",2 wins & 3 nominations
926,Blood Ride,Hank Brock,"['Revenge Ride', 'The Long Home']",1989,Actor,6′ (1.83 m)
927,Blood Ride,John D. Hickman,"['The Informer', 'Becky']",N/A,"Actor, Producer",N/A
928,Creatures of the Night,Emilie Rose Danno,"['Creatures of the Night', 'Running between the Crack of Time']",N/A,Actress,N/A
929,Creatures of the Night,Sebastian Garavaglia,"['The Fall', 'Blood Feud']",N/A,"Actor, Stunts, Writer",N/A
930,Creatures of the Night,Sam Helli,"['Creatures of the Night', 'Church Folks']",N/A,Actor,N/A
931,Creatures of the Night,Loredan Krug,"['Where Angels Drift', 'The Devil Unknown']",N/A,"Actor, Director, Writer",N/A
932,Creatures of the Night,Kevin Krzemien,"['Secrets We Keep', 'Creatures of the Night']",N/A,"Actor, Special Effects, Writer",N/A
933,Creatures of the Night,Sherwin Millon,"['Not Another Zombie Movie.... About the Living Dead', 'Creatures of the Night']",N/A,Actor,N/A
934,"Same Fruit, Different Tree",Darren Alford,"['BMF', 'Chicago Fire']",N/A,Actor,N/A
935,"Same Fruit, Different Tree",Crystal Swann,"['The Night House', 'The Underground Queen']",23,Actress,N/A
936,Vain: This Party Sucks,Justin Baker,"['About a Boy', 'The Thundermans']",N/A,"Actor, Camera and Electrical Department, Cinematographer",N/A
937,Vain: This Party Sucks,Jayce Alexander Basques,"['War of the Worlds', 'American Reunion']",N/A,"Actor, Writer, Soundtrack",N/A
938,Vain: This Party Sucks,Verona Blue,"['Star Wars: Episode VII - The Force Awakens', 'Bosch']",N/A,"Actress, Additional Crew, Writer",N/A
939,Vain: This Party Sucks,Tybee Diskin,"['V/H/S/99', 'Fallout: Nuka Break']",N/A,"Actress, Casting Director, Producer",N/A
940,Vain: This Party Sucks,Vaughndio Forbes,"['Black Panther', ""Don't Let Go""]",27,"Stunts, Actor, Director",1 win
941,Vain: This Party Sucks,Scott T. Henson,"['Number Explorers!', 'The Lab Report']",N/A,"Art Department, Actor",N/A
942,Vain: This Party Sucks,Helen Highfield,"['I Ship It', 'Why Women Kill']",N/A,"Actress, Producer",N/A
943,Vain: This Party Sucks,Coy Jandreau,"['Comic Book Shopping', 'Collider Heroes']",1988,"Actor, Producer, Writer",Joshua Coy Price
944,Golden Age,Jess Gabor,"['Shameless', 'Confessional']",1996,"Actress, Producer, Writer",1 win & 1 nomination
945,Golden Age,Laura Gardner,"['The Romanoffs', 'Outcast']",1955,"Actress, Casting Director, Casting Department",2 wins & 5 nominations
946,Golden Age,Alejandra Bursik-Cervantes,"['Tell It All', 'Straight Out of the Shire: Hobbit Rap']",N/A,"Actress, Director, Writer",N/A
947,Golden Age,Steve Hansen,"['Naked and Afraid', 'Sellout']",N/A,Actor,N/A
948,Golden Age,Rob Wuesthoff,"['Dead End City', 'General Hospital']",N/A,"Actor, Producer, Art Department",Rob Wuestoff
949,Golden Age,Dexter Tennie,"['The Galam', 'A Dark Place']",N/A,Actor,N/A
950,Golden Age,Teri Pluma,"['The Vigilante', 'Confession']",N/A,"Actress, Additional Crew",N/A
951,Saren,Diana Howerton,"['Saren', 'Project 312']",N/A,"Actress, Writer, Producer",N/A
952,Saren,Sam Wilson,"['Project 312', 'Saren']",N/A,"Actor, Sound Department",N/A
953,Saren,Jon Wilson,"['Saren', 'Project 312']",N/A,"Director, Actor, Writer",N/A
954,Miriam,Jemima Spence,"['Miriam', 'Good Intentions']",N/A,"Actress, Writer, Producer",N/A
955,Miriam,Jane Stenson,"['Con Men', 'Miriam']",N/A,Actress,N/A
956,Miriam,Simon Weir,"['Sardar Udham', 'The Football Factory']",1973,"Actor, Director, Writer",N/A
957,Miriam,Atta Yaqub,"['A Fond Kiss', 'T2 Trainspotting']",1979,Actor,1 nomination
958,Miriam,Alan Cuthbert,"['Tellurian', 'Matriarch']",N/A,"Actor, Producer",1 nomination
959,Miriam,Martin Burns,"['Land of Scorpions', 'Opposites Attract']",N/A,"Actor, Director, Writer",N/A
960,Miriam,Lianne Robertson,"['Miriam', 'Secrets']",N/A,Actress,N/A
961,The Last Tango,Stefanja Orlowska,"['Mars 2055', 'The Last Tango']",1987,"Actress, Writer",2 wins & 1 nomination
962,Game,Rick Fox,"['Shameless', 'Oz']",1969,"Actor, Producer",3 wins
963,Game,Nicole Chanel Williams,"['Game', 'Our Kind of People']",16,Actress,2 wins
964,Game,Tye White,"['American Auto', 'NCIS: Los Angeles']",23,Actor,N/A
965,Game,Jamie McShane,"['Thor', 'Hostage']",1966,Actor,4 wins
966,Game,Charles Parnell,"['Top Gun: Maverick', 'The Killer']",1964,"Actor, Additional Crew",2 nominations
967,Game,Dominique Columbus,"['Road House', 'City of Lies']",N/A,Actor,N/A
968,Darkness Is Coming,Priya Bhandari,"['Darkness Is Coming', 'Witch Road']",N/A,Actress,N/A
969,Darkness Is Coming,Hunter Burkhead,"['Hægtesse', 'Willie the Talking Doll']",N/A,"Editor, Cinematographer, Director",N/A
970,Darkness Is Coming,Jerry Burkhead,"['Realms the Shadow Man', 'Realms Hunt for the Shadow Man']",N/A,"Producer, Director, Writer",N/A
971,Darkness Is Coming,Madam Della,"['MountAlien', 'Willie the Talking Doll']",N/A,"Producer, Writer, Director",N/A
972,Darkness Is Coming,Debbie Dodson,"['Under the Mill 2: Klownly Reunion', 'MountAlien']",N/A,"Actress, Director, Cinematographer",N/A
973,Darkness Is Coming,Helen Ghenam,"['MountAlien', 'Under the Mill']",N/A,Actress,5′ 4½″ (1.64 m)
974,Darkness Is Coming,Lorel Holt,"['MountAlien', 'Darkness Is Coming']",N/A,"Additional Crew, Actress, Casting Department",N/A
975,The Evidence,Julio Mateo,"['Nest of Vampires', 'Pathfinder: New Destiny']",1978,"Actor, Producer",N/A
976,The Evidence,Michael Schaar-Ney,"['Abeyance', 'John, 316']",N/A,"Producer, Actor, Writer",3 wins & 5 nominations
977,The Evidence,Morgan LeBlanc,"['Cor Values', 'No Apology']",N/A,"Actor, Producer, Writer",1 win & 2 nominations
978,The Evidence,Gord Andersen,"['John, 316', 'Wynonna Earp']",N/A,Actor,N/A
979,Smash House,Nick Adrian,"['Smash House', 'In Beautiful Dreams']",N/A,"Writer, Director, Cinematographer",N/A
980,Smash House,Jay G. Dial,"['Smash House', 'Thrift Store Symphony']",N/A,"Actor, Cinematographer, Camera and Electrical Department",N/A
981,Smash House,Seth Henry,"['Smash House', 'In Beautiful Dreams']",N/A,"Writer, Producer, Actor",N/A
982,Witch Road,Patrick Coleman,"['Dark Attachment', 'Witch Road']",N/A,Actor,N/A
983,Witch Road,Evangeline Nicholson,"['Witch Road', 'Paranormal Retreat 2-the Woods Witch']",N/A,Actress,N/A
984,Witch Road,Priya Bhandari,"['Darkness Is Coming', 'Witch Road']",N/A,Actress,N/A
985,Witch Road,Allie Rueter,"['Witch Road', 'Nightmare Next Door']",N/A,Actress,5′ 6″ (1.68 m)
986,Witch Road,Timothy Mills,"['Above the Shadows', 'Evil Talks: Chilling Confessions']",N/A,"Actor, Director, Writer",N/A
987,Witch Road,Debbie Dodson,"['Under the Mill 2: Klownly Reunion', 'MountAlien']",N/A,"Actress, Director, Cinematographer",N/A
988,Padlock Men,Lewis T. Powell,"['Chicago Med', 'Padlock Men']",11,"Actor, Producer, Director",3 wins & 7 nominations
989,Padlock Men,Jermaine Williams,"['The Great Debaters', ""World's Greatest Dad""]",1982,"Actor, Producer, Casting Department",1 win & 2 nominations
990,Padlock Men,Antonio D. Charity,"['Danger Force', 'Bumblebee']",17,"Actor, Producer, Director",1 win & 2 nominations
991,Padlock Men,Alex Weed,"['The Good Doctor', 'iZombie']",1980,"Actor, Writer, Producer",N/A
992,Padlock Men,Bobby Reed,"['Perry Mason', ""Grey's Anatomy""]",1956,Actor,1 win & 1 nomination
993,Flutter Green: The Final Chapter. Part 1: Beginning of the End,Evgeniy Mishukhin,"['Izgoy Odin. Mezhzvyozdnyie voyny. Istorii', 'The Signal']",N/A,"Actor, Director, Cinematographer",Evgeniy Skryabin
994,Flutter Green: The Final Chapter. Part 1: Beginning of the End,Sergey A.,"['Deadly Cruise', 'Punishment']",1996,"Writer, Producer, Cinematographer",3 wins & 4 nominations
995,Flutter Green: The Final Chapter. Part 1: Beginning of the End,Andrey Holan,"['Sherlock Homes: Mystery of the Stream', 'Save Brony Fandom']",N/A,"Actor, Writer, Director",N/A
996,Sasha,Daniela Dakich,"['Sasha', 'Blind Fate']",1977,"Actress, Additional Crew, Producer",N/A
997,Sasha,Laura Dowling Shea,"['Fluidity', 'How to Make a Bomb in the Kitchen of your Mom']",N/A,"Actress, Producer, Writer",4 wins & 1 nomination
998,Sasha,Joe Fusco,"['The Premiere', 'NCIS']",N/A,"Actor, Producer",N/A
999,Sasha,Jordan Gosnell,"['Handheld', 'Like Daughter, Like Mother']",21,"Editor, Actress, Producer",1 win & 1 nomination
1000,Sasha,Amanda Brooke Lerner,"['Awkwafina Is Nora from Queens', 'Power']",N/A,"Actress, Producer, Casting Department",4 wins & 4 nominations
1001,Sasha,Cameron Moir,"['The Christmas Letter', 'The Plot Against America']",25,"Actor, Writer, Producer",1 win & 1 nomination
1002,Sasha,Anneta Myroni,"['Big Exit', 'Bardo']",N/A,"Actress, Producer, Second Unit Director or Assistant Director",N/A
1003,Sasha,Gabriella Schaefer,"['The Pregnancy Promise', 'The Food That Built America']",N/A,"Actress, Producer, Writer",2 nominations
1004,The News Today,Jake Matthews,"['Wisdom of the Crowd', 'The News Today']",N/A,"Actor, Writer, Music Department",N/A
1005,#prayfor______.,Lori Steele,"['Art Fair Fever', 'Tales of Terror Volume 1']",N/A,Actress,N/A
1006,Ascent,Natalie Morales,"['Parks and Recreation', 'Battle of the Sexes']",15,"Actress, Director, Producer",5 wins & 11 nominations
1007,Midwife,Jules Willcox,"['Servant', 'Quantum Leap']",16,Actress,1 win
1008,Midwife,Steven Brand,"['Saw X', 'The Sandman']",1969,"Actor, Director, Producer",4 wins & 6 nominations
1009,Midwife,Frederic Michael Mays,"['Diamond Zero', 'Midwife']",N/A,Actor,N/A
1010,Midwife,Orson Chaplin,"['American Horror Story', 'Astro']",N/A,"Actor, Camera and Electrical Department",N/A
1011,Midwife,Bulat Nasibullin,"['Hell Inc.', 'Down Here']",N/A,"Actor, Composer, Music Department",1 win
1012,Midwife,Jake Vaughn,"['All My Children', 'The Mentalist']",2006,Actor,3 nominations
1013,Midwife,Jenna Vaughn,"['Midwife', 'The Midnight Man']",N/A,Actress,N/A
1014,Midwife,Nick Thomas,"['Midwife', 'Gangland: The Musical']",1978,Actor,N/A
1015,Change,Johnny Gao,"['Ironheart', 'The Woman King']",N/A,"Stunts, Actor, Sound Department",5′ 9″ (1.75 m)
1016,Change,Efka Kvaraciejus,"['Logan', 'The Dark Knight Rises']",N/A,"Stunts, Actor, Additional Crew",4 nominations
1017,Change,Samantha Stewart,"['Days of Our Lives', 'House']",N/A,"Actress, Producer, Stunts",1 nomination
1018,Protector,Augusta Woods,"['Ted Lasso', 'Silent Witness']",N/A,"Actress, Producer, Additional Crew",N/A
1019,Protector,Jinny Lofthouse,"['Vikings: Valhalla', 'Mary Queen of Scots']",N/A,"Actress, Stunts",5′ 9″ (1.75 m)
1020,Dougherty Row,Adam King,"['Dougherty Row', 'In the Dark']",N/A,"Actor, Producer, Writer",N/A
1021,Dougherty Row,Kevin Torwelle,"['Dougherty Row', 'The Orphans']",N/A,Actor,N/A
1022,Dougherty Row,Kat Hickey,"['Is This Seat Taken', 'Dougherty Row']",N/A,Actress,N/A
1023,Dougherty Row,Don Leon,"['Dougherty Row', 'Concrete Jungle']",N/A,Actor,N/A
1024,Dougherty Row,Evan Hart,"['Dougherty Row', 'The Orphans']",N/A,Actor,N/A
1025,Sam the Movie: The Movie,Jacob Fyock,"['Respond', 'Sam the Movie: The Movie']",N/A,"Director, Actor, Writer",N/A
1026,Enemy Within,Carol Forsyth,"['Holiday Monday', 'Enemy Within']",N/A,"Make-Up Department, Actress",N/A
1027,Enemy Within,Craig McEwan,"['Reflections', 'Protection']",N/A,"Actor, Writer, Producer",N/A
1028,Enemy Within,Annalucia O'Ryan,"['Flux', 'Enemy Within']",N/A,Actress,N/A
1029,Enemy Within,Bobby Robertson,"['Wild Is the North', 'The Droving']",1974,"Actor, Writer, Casting Director",4 wins & 1 nomination
1030,The Courier,Gene Arroyo,"['Dear Dodd', 'Ghost Written']",N/A,"Actor, Second Unit Director or Assistant Director, Additional Crew",N/A
1031,The Courier,Julian Grant,"['In Autumn They Fly Away', 'Rebel Moon - Part One: A Child of Fire']",N/A,"Actor, Writer, Producer",1 nomination
1032,The Courier,Quinn Knox,"['The Fast and the Fierce', 'The Cry']",N/A,Actor,Quinn Quest Knox
1033,The Courier,Angelica Munoz,"['The Courier', 'Balance of the Force']",N/A,"Actress, Animation Department",N/A
1034,The Courier,Sebastian Muñoz,"['Defense Mechanism', 'Tales From Tomorrow']",N/A,"Producer, Director, Actor",N/A
1035,The Courier,Kate Stone,"['American Tourist: Nightmare in Thailand', 'Land of Smiles']",N/A,Actress,N/A
1036,Five Dollars,Drew Highlands,"['Z Nation', 'Five Dollars']",N/A,"Actor, Producer, Writer",N/A
1037,23-61,Sora Connor,"['Pitch Perfect', 'Footloose']",N/A,Actress,N/A
1038,23-61,Marc Forget,"['Ford v Ferrari', 'Ray Donovan']",N/A,"Actor, Writer, Producer",1 win & 1 nomination
1039,Mr. Richardson,Jack Doulin,"['Spark Hunter', 'Judge Koan']",N/A,"Casting Director, Producer, Additional Crew",N/A
1040,Mr. Richardson,Wayne Duvall,"['O Brother, Where Art Thou?', 'Lincoln']",1958,"Actor, Additional Crew",N/A
1041,Mr. Richardson,Brandon Espinoza,"['FBI', 'FBI: Most Wanted']",1982,Actor,N/A
1042,Mr. Richardson,Uriah Hall,"['Street', 'Seized']",1984,"Actor, Additional Crew",N/A
1043,Mr. Richardson,Lukas Hassel,"['The Blacklist', 'Slapface']",N/A,"Actor, Writer, Director",23 wins & 23 nominations
1044,Mr. Richardson,Rosemary Howard,"['Resurrection', 'Servant']",N/A,"Actress, Additional Crew",N/A
1045,Mr. Richardson,Siraj Huda,"['Postcard from Tahiti', 'King Lahiri']",N/A,"Actor, Writer, Producer",N/A
1046,Mr. Richardson,Benjamin Kanes,"['Birdman or (The Unexpected Virtue of Ignorance)', 'Broken City']",1977,"Producer, Director, Writer",N/A
1047,Adventures of Old Man,Vikas Adam,"['SEAL Team', 'Bad Blood: The Movie']",N/A,"Actor, Producer",1 win
1048,Adventures of Old Man,Robert Allong,"['Dwelling', 'Adventures of Old Man']",N/A,"Producer, Actor",N/A
1049,Adventures of Old Man,Samuell Benta,"['All About the McKenzies', ""Samuell Benta's Perceptions""]",1986,"Actor, Director, Writer",N/A
1050,Adventures of Old Man,Brad Blaisdell,"['Inspector Gadget', 'The Negotiator']",1949,Actor,","
1051,Adventures of Old Man,Tamiko K. Brooks,"['Single Ladies', 'Four of Hearts']",N/A,"Writer, Additional Crew, Actress",N/A
1052,Adventures of Old Man,Jamie Farr,"['M*A*S*H', 'The Cannonball Run']",1934,"Actor, Writer, Director",1 win & 2 nominations
1053,Adventures of Old Man,D'Arcy Fellona,"['The Life and Death of an Unhappily Married Man', 'Brighton Park']",N/A,Actress,N/A
1054,Till Morning Breaks,Samuell Benta,"['All About the McKenzies', ""Samuell Benta's Perceptions""]",1986,"Actor, Director, Writer",N/A
1055,Till Morning Breaks,Brad Blaisdell,"['Inspector Gadget', 'The Negotiator']",1949,Actor,","
1056,Till Morning Breaks,Tamiko K. Brooks,"['Single Ladies', 'Four of Hearts']",N/A,"Writer, Additional Crew, Actress",N/A
1057,Till Morning Breaks,Jamie Farr,"['M*A*S*H', 'The Cannonball Run']",1934,"Actor, Writer, Director",1 win & 2 nominations
1058,Till Morning Breaks,D'Arcy Fellona,"['The Life and Death of an Unhappily Married Man', 'Brighton Park']",N/A,Actress,N/A
1059,A Dark Alley,Lance Eakright,"['Mortal Dilemma', 'The Forces of Horror Anthology: Volume I']",N/A,"Actor, Stunts, Art Department",4 wins & 3 nominations
1060,A Dark Alley,Tom Young,"['A Serious Predicament', 'Amityville Cult']",N/A,"Actor, Producer, Director",8 wins & 12 nominations
1061,A Dark Alley,Dean Gosdin,"['Sapphire', 'Life with Kat & McKay']",N/A,Actor,N/A
1062,Mitch Rapp: Off Book,Andy McDermott,"['Baby Driver', 'The Mosquito Coast']",N/A,"Actor, Stunts, Writer",1 nomination
1063,Mitch Rapp: Off Book,James Morrison,"['24', 'Space: Above and Beyond']",21,"Actor, Producer, Director",4 wins & 5 nominations
